"SMILES","Melting Point {measured}","UNIT {Melting Point}","Melting Point {measured, converted}","UNIT {Melting Point}"
"BrC1=CC(CC#N)=CC=C1","27.0 - 28.0","?C","27.5","Celsius"
"OC(=O)C1=CC=CC=C1C1=CC=C(C=C1)C(F)(F)F","169.0 - 170.0","?C","170.0","Celsius"
"OC(=O)CSC1=CC=CC=C1","64.0 - 65.0","?C","64.5","Celsius"
"CC(S)C(O)=O","11.0 - 12.0","?C","11.5","Celsius"
"C1CNCCNCCCNCCNC1","185.0 - 186.0","?C","186.0","Celsius"
"O=C1C(=C1C1=CC=CC=C1)C1=CC=CC=C1","119.0 - 120.0","?C","120.0","Celsius"
"NNS(=O)(=O)C1=CC=CC=C1","102.0 - 103.0","?C","102.0","Celsius"
"ClC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1","83.0 - 84.0","?C","83.5","Celsius"
"[O-][N+](=O)C1=CC=C(C=C1)N=C=O","57.0 - 58.0","?C","57.5","Celsius"
"CN1CCC(O)CC1","28.0 - 29.0","?C","28.5","Celsius"
"ClC1=CC=CC(=C1)C(=O)C1=CC=CC=C1","82.0 - 83.0","?C","82.5","Celsius"
"CC1=CC(Br)=C(C)C=C1Br","73.0 - 74.0","?C","73.5","Celsius"
"BrCC1=CC=CC=C1CBr","94.0 - 95.0","?C","94.5","Celsius"
"C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","69.0 - 70.0","?C","69.5","Celsius"
"COC1=CC=C(Cl)C=C1N","82.0 - 83.0","?C","82.5","Celsius"
"NS(=O)(=O)C1=CC=C(Cl)C=C1","145.0 - 146.0","?C","146.0","Celsius"
"OC(=O)CSCC1=CC=CC=C1","61.0 - 62.0","?C","61.5","Celsius"
"CCOC=C(C#N)C#N","65.0 - 66.0","?C","65.5","Celsius"
"CC(C)=NO","61.0 - 62.0","?C","61.5","Celsius"
"[O-][N+](=O)C1=CC(=C(F)C=C1F)[N+]([O-])=O","73.0 - 74.0","?C","73.5","Celsius"
"OC(=O)C1=CC=C(OC(F)(F)F)C=C1","152.0 - 153.0","?C","152.0","Celsius"
"OC(=O)CC1=CC(=CC=C1)C(F)(F)F","77.0 - 78.0","?C","77.5","Celsius"
"FC1=CC=C(C=C1)C(Cl)=O","9.0 - 10.0","?C","9.5","Celsius"
"CC1=CC=C(F)C=C1[N+]([O-])=O","26.0 - 27.0","?C","26.5","Celsius"
"CC1=C(C)C(C)=C(CCl)C(C)=C1C","82.0 - 83.0","?C","82.5","Celsius"
"S1C=CC=C1C1=CC=CS1","32.0 - 33.0","?C","32.5","Celsius"
"NC1=CC=CC=C1C=O","38.0 - 39.0","?C","38.5","Celsius"
"O=C(N1C=CN=C1)N1C=CN=C1","118.0 - 119.0","?C","118.0","Celsius"
"N(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(NC2=CC=CC=C2)C=C1","247.0 - 248.0","?C","248.0","Celsius"
"NC1=CC2=C(C=C1)N=CS2","87.0 - 88.0","?C","87.5","Celsius"
"BrCC1=CC=C(Br)C=C1","62.0 - 63.0","?C","62.5","Celsius"
"CC#CC(O)=O","77.0 - 78.0","?C","77.5","Celsius"
"CC1=CC(=CC=C1O)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C(C)=C1","223.0 - 224.0","?C","224.0","Celsius"
"CCCCS(=O)(=O)CCCC","44.0 - 45.0","?C","44.5","Celsius"
"CC1=CC(O)=C2C=CC=CC2=N1","234.0 - 235.0","?C","234.0","Celsius"
"OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)C(O)=O","162.0 - 163.0","?C","162.0","Celsius"
"C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1","85.0 - 86.0","?C","85.5","Celsius"
"NC(=O)C1=CC(Cl)=CC=C1","135.0 - 136.0","?C","136.0","Celsius"
"CC1=CC=C(C=C1)C(=O)CBr","51.0 - 52.0","?C","51.5","Celsius"
"O=S(=O)(CC1=CC=CC=C1)CC1=CC=CC=C1","151.0 - 152.0","?C","152.0","Celsius"
"C(OC1=CC=C(OCC2=CC=CC=C2)C=C1)C1=CC=CC=C1","127.0 - 128.0","?C","128.0","Celsius"
"NC(=O)OC1=CC=CC=C1","150.0 - 151.0","?C","150.0","Celsius"
"CC(=O)OCCCCOC(C)=O","12.0 - 13.0","?C","12.5","Celsius"
"C1=CC=C(C=C1)C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","224.0 - 225.0","?C","224.0","Celsius"
"OC(=O)C#CC1=CC=CC=C1","136.0 - 137.0","?C","136.0","Celsius"
"NC(=O)C1=C(F)C(F)=C(F)C(F)=C1F","147.0 - 148.0","?C","148.0","Celsius"
"O=C(C1=CC=CS1)C1=CC=CS1","89.0 - 90.0","?C","89.5","Celsius"
"CC(=O)C1=CC=C(C=C1)C(F)(F)F","31.0 - 32.0","?C","31.5","Celsius"
"FC(F)(F)C1=CC=CC=C1C(=O)C1=CC=CC=C1","60.0 - 61.0","?C","60.5","Celsius"
"COC1=CC(O)=CC=C1O","89.0 - 90.0","?C","89.5","Celsius"
"COC1=CC=C(C(C)=O)C(OC)=C1","40.0 - 41.0","?C","40.5","Celsius"
"CN1C=CC(=O)N(C)C1=O","120.0 - 121.0","?C","120.0","Celsius"
"COC1=CC=CC(C(O)=O)=C1O","151.0 - 152.0","?C","152.0","Celsius"
"CC1=CC=CC2=C1NC=C2","84.0 - 85.0","?C","84.5","Celsius"
"CC1=CC=C(OCC(O)=O)C=C1","140.0 - 141.0","?C","140.0","Celsius"
"CCOC(=O)C1=CC=C(O1)[N+]([O-])=O","100.0 - 101.0","?C","100.0","Celsius"
"C(OC1=CC=CC=C1)C1=CC=CC=C1","39.0 - 40.0","?C","39.5","Celsius"
"C1=CC=C(C=C1)C1=NN=C(N=C1C1=CC=CC=C1)C1=CC=CC=N1","191.0 - 192.0","?C","192.0","Celsius"
"NC1=CC=CC2=C1C=CN=C2","128.0 - 129.0","?C","128.0","Celsius"
"[O-][N+](=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1","137.0 - 138.0","?C","138.0","Celsius"
"C1=CC=C(N=C1)C1=CC=CC(=N1)C1=CC=CC=N1","90.0 - 91.0","?C","90.5","Celsius"
"OC1=CC=C(O)C(C=O)=C1","98.0 - 99.0","?C","98.5","Celsius"
"BrCCCCOC1=CC=CC=C1","41.0 - 42.0","?C","41.5","Celsius"
"COC1=CC=C(OC)C(=C1)C(C)=O","19.0 - 20.0","?C","19.5","Celsius"
"CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1","36.0 - 37.0","?C","36.5","Celsius"
"OCC1=CC=CC=C1Br","80.0 - 81.0","?C","80.5","Celsius"
"CC(OC1=CC=CC=C1Cl)C(O)=O","113.0 - 114.0","?C","114.0","Celsius"
"OC(=O)CCC(=O)C1=CC=CC=C1","117.0 - 118.0","?C","118.0","Celsius"
"NC(=O)C1=CC=CC=C1C#N","172.0 - 173.0","?C","172.0","Celsius"
"O=C(NCC1=CC=CC=C1)C1=CC=CC=C1","105.0 - 106.0","?C","106.0","Celsius"
"OC(=O)C1=C(F)C=C(F)C=C1","188.0 - 189.0","?C","188.0","Celsius"
"ClC1=NC=CC=N1","66.0 - 67.0","?C","66.5","Celsius"
"C1CCC(CC1)NC1=CC=CC=C1","15.0 - 16.0","?C","15.5","Celsius"
"NC(=O)C1=CC=C(C=C1)C(F)(F)F","184.0 - 185.0","?C","184.0","Celsius"
"FC1=CC=CC(F)=C1C#N","30.0 - 31.0","?C","30.5","Celsius"
"COC1=CC(=CC(O)=C1OC)C(O)=O","195.0 - 196.0","?C","196.0","Celsius"
"CCCCCC(=O)OC(=O)CCCCC","-41.0 - -40.0","?C","-40.5","Celsius"
"O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1","100.0 - 101.0","?C","100.0","Celsius"
"ClC(=O)C1=CC2=CC=CC=C2C=C1","50.0 - 51.0","?C","50.5","Celsius"
"COC1=CC=C(C=C1)N=C=S","18.0 - 19.0","?C","18.5","Celsius"
"OC(=O)C(CC=C)C(O)=O","104.0 - 105.0","?C","104.0","Celsius"
"OCC1=CC=CC=C1C1=CC=CC=C1","49.0 - 50.0","?C","49.5","Celsius"
"OCC1=CC=C(C=C1)C(O)=O","181.0 - 182.0","?C","182.0","Celsius"
"ClC1=CC(I)=CC(Cl)=C1","56.0 - 57.0","?C","56.5","Celsius"
"IC1=CC=C(C=C1)C#N","125.0 - 126.0","?C","126.0","Celsius"
"O=CC1=CC=C(C=C1)C1=CC=CC=C1","59.0 - 60.0","?C","59.5","Celsius"
"[O-][N+](=O)C1=CC=CC(=C1)N=C=O","51.0 - 52.0","?C","51.5","Celsius"
"SC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","105.0 - 106.0","?C","106.0","Celsius"
"NC1=NC=C(C=C1)[N+]([O-])=O","187.0 - 188.0","?C","188.0","Celsius"
"O=CC1=CC=NC2=CC=CC=C12","50.0 - 51.0","?C","50.5","Celsius"
"COC1=CC(=CC=C1O)C#N","86.0 - 87.0","?C","86.5","Celsius"
"N#CC1=CC2=C(OCO2)C=C1","93.0 - 94.0","?C","93.5","Celsius"
"CC(CO)(CO)C(O)=O","189.0 - 190.0","?C","190.0","Celsius"
"COC1=C(C=O)C2=C(C=CC=C2)C=C1","83.0 - 84.0","?C","83.5","Celsius"
"C=CS(=O)(=O)C1=CC=CC=C1","68.0 - 69.0","?C","68.5","Celsius"
"CCC(=O)C1=CC=C(O)C=C1O","99.0 - 100.0","?C","99.5","Celsius"
"NNC(=O)C1=CC=CC=C1Cl","118.0 - 119.0","?C","118.0","Celsius"
"NC1=C(C=C(Cl)C=C1)C#N","96.0 - 97.0","?C","96.5","Celsius"
"CCOC(=O)C(C(=O)OCC)C(=O)OCC","28.0 - 29.0","?C","28.5","Celsius"
"OC(=O)CC1=C(Cl)C=CC=C1Cl","159.0 - 160.0","?C","160.0","Celsius"
"C(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1","60.0 - 61.0","?C","60.5","Celsius"
"NCCCN1CCN(CCCN)CC1","14.0 - 15.0","?C","14.5","Celsius"
"[O-][N+](=O)C1=CC=C(OC(Cl)=O)C=C1","78.0 - 79.0","?C","78.5","Celsius"
"CC1=CC=C(N)C=C1Br","26.0 - 27.0","?C","26.5","Celsius"
"BrC1=CC=CC=C1C1=CC=CC=C1Br","80.0 - 81.0","?C","80.5","Celsius"
"CC(=O)OC1=CC=C(C=C1)C(C)=O","53.0 - 54.0","?C","53.5","Celsius"
"C1COCCOC2=CC=CC=C2OCCOCCO1","79.0 - 80.0","?C","79.5","Celsius"
"ClC1=CC2=C(C=CN2)C=C1","89.0 - 90.0","?C","89.5","Celsius"
"COC1=CC=C(Br)C(OC)=C1","25.0 - 26.0","?C","25.5","Celsius"
"CC1=CCC(CC1O)C(C)(C)O","130.0 - 131.0","?C","130.0","Celsius"
"CCCCCCCCCCC1=CC=C(N)C=C1","24.0 - 25.0","?C","24.5","Celsius"
"COC1=CC(Cl)=CC=C1C(O)=O","146.0 - 147.0","?C","146.0","Celsius"
"CCCCCCC(O)C(O)=O","69.0 - 70.0","?C","69.5","Celsius"
"O=C1CCCCC1C1=CC=CC=C1","57.0 - 58.0","?C","57.5","Celsius"
"IC1=CC=C(C=O)C=C1","77.0 - 78.0","?C","77.5","Celsius"
"CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(O)=O","205.0 - 206.0","?C","206.0","Celsius"
"OC(=O)C1=CC(F)=CC(F)=C1","121.0 - 122.0","?C","122.0","Celsius"
"OC(=O)[C@@H]1CCCN1C(=O)OCC1=CC=CC=C1","76.0 - 77.0","?C","76.5","Celsius"
"CC(=O)OCC(C(OC(C)=O)C1=CC=CC=C1)[N+]([O-])=O","70.0 - 71.0","?C","70.5","Celsius"
"OCC1CCCNC1","60.0 - 61.0","?C","60.5","Celsius"
"CC(C)CCC#C","-125.0 - -124.0","?C","-124.0","Celsius"
"CCCC1=CC=C(C=C1)C(O)=O","142.0 - 143.0","?C","142.0","Celsius"
"OC(C=O)C(O)C(O)C(O)C(O)=O","165.0 - 166.0","?C","166.0","Celsius"
"CCOC1=CC=C(I)C=C1","28.0 - 29.0","?C","28.5","Celsius"
"ClC1=CC=C(CC#N)C=C1","30.0 - 31.0","?C","30.5","Celsius"
"CC1=CC=C(CC(O)=O)C=C1","92.0 - 93.0","?C","92.5","Celsius"
"CN1[C@H]2CC[C@@H]1CC(=O)C2","42.0 - 43.0","?C","42.5","Celsius"
"CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C","237.0 - 238.0","?C","238.0","Celsius"
"OC(=O)\C=C\C1=CC=C(Cl)C=C1","248.0 - 249.0","?C","248.0","Celsius"
"COC1=CC=C(\C=C\C(O)=O)C=C1","173.0 - 174.0","?C","174.0","Celsius"
"NNC(=S)NC1=CC=CC=C1","138.0 - 139.0","?C","138.0","Celsius"
"OC(=O)\C=C\C1=CC=C(Br)C=C1","262.0 - 263.0","?C","262.0","Celsius"
"O=C1CSC(=S)N1","169.0 - 170.0","?C","170.0","Celsius"
"COC1=CC(CNC(=O)CCCC\C=C\C(C)C)=CC=C1O","65.0 - 66.0","?C","65.5","Celsius"
"O=C1CC(=O)NC(=S)N1","234.0 - 235.0","?C","234.0","Celsius"
"S=C1NCCS1","105.0 - 106.0","?C","106.0","Celsius"
"CCNC(=S)NCC","77.0 - 78.0","?C","77.5","Celsius"
"CC12CCC3C(CCC4(C)CC5(CCC34C)OCCO5)C1CCC2=O","158.0 - 159.0","?C","158.0","Celsius"
"CC(=O)OC1CCC2(C)C(C1)CC(=O)C1C3CCC(=O)C3(C)CCC21","164.0 - 165.0","?C","164.0","Celsius"
"OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O","166.0 - 167.0","?C","166.0","Celsius"
"OC1=C(O)C=C(C=C1)[N+]([O-])=O","175.0 - 176.0","?C","176.0","Celsius"
"OC(=O)C1=CC(C=C)=CC=C1","95.0 - 96.0","?C","95.5","Celsius"
"CC\C=C\CC(O)=O","11.0 - 12.0","?C","11.5","Celsius"
"OC1=CC=CC=C1C1=NC2=C(S1)C=CC=C2","131.0 - 132.0","?C","132.0","Celsius"
"OC[C@H](O)[C@H](O)[C@H](O)CO","102.0 - 103.0","?C","102.0","Celsius"
"OC1=CC=C(C=C1)\N=N\C1=CC=CC=C1","154.0 - 155.0","?C","154.0","Celsius"
"CC(=O)NC1=CC=CC=C1C","110.0 - 111.0","?C","110.0","Celsius"
"[O-][N+](=O)CC(=O)NC1=CC=CC=C1","93.0 - 94.0","?C","93.5","Celsius"
"CCCCOC(=O)CCCCCCCCC(=O)OCCCC","-11.0 - -10.0","?C","-10.5","Celsius"
"CC1=CC=CC(N)=C1C","2.0 - 3.0","?C","2.5","Celsius"
"O=C1OC2=CC=CC=C2C=C1","70.0 - 71.0","?C","70.5","Celsius"
"CC1=CC=CC(C)=C1Cl","-36.0 - -35.0","?C","-35.5","Celsius"
"ClC1=C(Cl)C=C(Br)C=C1","24.0 - 25.0","?C","24.5","Celsius"
"CC(C)C1=CC=C(C)C(O)=C1","1.0 - 2.0","?C","1.5","Celsius"
"CC(C)C1=CC=C(CO)C=C1","27.0 - 28.0","?C","27.5","Celsius"
"OC(=O)C1=CC=CC=C1N=NC1=CC=C(O)C=C1","205.0 - 206.0","?C","206.0","Celsius"
"ClCC(=O)CCl","44.0 - 45.0","?C","44.5","Celsius"
"CN(C)C1=CC=C(C=C1)N(C)C","50.0 - 51.0","?C","50.5","Celsius"
"CNC1=CC=CC=C1C(=O)OC","18.0 - 19.0","?C","18.5","Celsius"
"COC1=CC(=CC=C1)C(C)=O","-8.0 - -7.0","?C","-7.5","Celsius"
"CC1=CC=C(CCl)C=C1","4.0 - 5.0","?C","4.5","Celsius"
"COC1=CC(Cl)=CC=C1N","51.0 - 52.0","?C","51.5","Celsius"
"OC1=CC=C(CC2=CC=CC=C2)C=C1","83.0 - 84.0","?C","83.5","Celsius"
"COC(=O)C1=CC(OC)=CC(OC)=C1","42.0 - 43.0","?C","42.5","Celsius"
"CCOC(=O)CNC1=CC=CC=C1","57.0 - 58.0","?C","57.5","Celsius"
"ClC1=CC(Cl)=C(Br)C=C1","26.0 - 27.0","?C","26.5","Celsius"
"NC1=CC(OC2=CC=CC=C2)=CC=C1","36.0 - 37.0","?C","36.5","Celsius"
"COC1=C(F)C(F)=C(F)C(F)=C1F","-38.0 - -37.0","?C","-37.5","Celsius"
"N#CC1=CC=CN=C1","50.0 - 51.0","?C","50.5","Celsius"
"OC1=CC=C(C=O)C=C1","117.0 - 118.0","?C","118.0","Celsius"
"CC(C)=O","-95.0 - -94.0","?C","-94.5","Celsius"
"CCCCCCCCO","-16.0 - -15.0","?C","-15.5","Celsius"
"NCCCNCCCCNCCCN","28.0 - 29.0","?C","28.5","Celsius"
"C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2","117.0 - 118.0","?C","118.0","Celsius"
"CC(C)NCC(O)COC1=CC=CC=C1CC=C","108.0 - 109.0","?C","108.0","Celsius"
"NCC(CC(O)=O)C1=CC=C(Cl)C=C1","207.0 - 208.0","?C","208.0","Celsius"
"CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl","41.5 - 42.5","?C","42.0","Celsius"
"NC(=O)CI","93.5 - 94.5","?C","94.0","Celsius"
"CN1C(=O)OC(C)(C)C1=O","46.0 - 47.0","?C","46.5","Celsius"
"FC(F)(F)C(=O)CC(=O)C1=CC=CS1","42.0 - 43.0","?C","42.5","Celsius"
"C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O","281.0 - 282.0","?C","282.0","Celsius"
"OC(=O)C1=CC(Cl)=C(Cl)C=C1","207.0 - 208.0","?C","208.0","Celsius"
"CCOS(=O)(=O)OCC","-25.0 - -24.0","?C","-24.5","Celsius"
"CS(C)(=O)=O","109.0 - 110.0","?C","110.0","Celsius"
"CC1=CC=C(C=C1)S(N)(=O)=O","138.0 - 139.0","?C","138.0","Celsius"
"CC(C)C1=CC(=C(C)C(Br)=C1O)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC(C(C)C)=C(O)C(Br)=C1C","200.0 - 201.0","?C","200.0","Celsius"
"CNC(C)=O","27.0 - 28.0","?C","27.5","Celsius"
"C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1","56.0 - 57.0","?C","56.5","Celsius"
"CCN1C2=C(C=CC=C2)C2=C1C=CC=C2","68.0 - 69.0","?C","68.5","Celsius"
"OC(=O)C1=C2C=CC=CC2=CC=C1","161.0 - 162.0","?C","162.0","Celsius"
"NC1=CC=C(C=C1)C1=CC=CC=C1","53.0 - 54.0","?C","53.5","Celsius"
"OCC(O)C1=CC=CC=C1","67.0 - 68.0","?C","67.5","Celsius"
"CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O","94.0 - 95.0","?C","94.5","Celsius"
"O=C(NC1=CC=CC=C1)C1=CC=CC=C1","163.0 - 164.0","?C","164.0","Celsius"
"[O-][N+](=O)C1=CC2=C(C=C1)N=CN2","208.0","?C","208.0","Celsius"
"CC1=CC(O)=CC=C1O","128.0 - 129.0","?C","128.0","Celsius"
"BrCC(Br)CBr","16.0 - 17.0","?C","16.5","Celsius"
"ClCC(Cl)CCl","-15.0 - -14.0","?C","-14.5","Celsius"
"CC1CCCC1","-143.0 - -142.0","?C","-142.0","Celsius"
"CC(C)COC(=O)C(C)C","-81.0 - -80.0","?C","-80.5","Celsius"
"OC(=O)C1=CC(O)=CC=C1","202.0 - 203.0","?C","202.0","Celsius"
"OC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","205.0 - 206.0","?C","206.0","Celsius"
"COC1=CC=C(C=C1N)[N+]([O-])=O","117.0 - 118.0","?C","118.0","Celsius"
"[O-][N+](=O)C1=CC(C=O)=CC=C1","58.0 - 59.0","?C","58.5","Celsius"
"CCOC(=O)C1=CC=C(C=C1)[N+]([O-])=O","57.0 - 58.0","?C","57.5","Celsius"
"CNC1=CC=C(C=C1)[N+]([O-])=O","152.0 - 153.0","?C","152.0","Celsius"
"[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O","173.0 - 174.0","?C","174.0","Celsius"
"CCN1CCOCC1","-64.0 - -63.0","?C","-63.5","Celsius"
"C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1","26.0 - 27.0","?C","26.5","Celsius"
"CC(=O)CC(=O)NC1=CC=CC=C1","85.0 - 86.0","?C","85.5","Celsius"
"O=CNC1=CC=CC=C1","46.0 - 47.0","?C","46.5","Celsius"
"CC(=O)NC1=CC=C(C=C1)[N+]([O-])=O","215.0 - 216.0","?C","216.0","Celsius"
"O=C1CCCCCN1","69.0 - 70.0","?C","69.5","Celsius"
"O=C1CCC(=O)O1","119.0 - 120.0","?C","120.0","Celsius"
"CC1=CC(C)=CC=C1","-48.0 - -47.0","?C","-47.5","Celsius"
"CCCCCCS","-81.0 - -80.0","?C","-80.5","Celsius"
"CCCSCCC","-103.0 - -102.0","?C","-102.0","Celsius"
"CCCCCCCCCCBr","-30.0 - -29.0","?C","-29.5","Celsius"
"CCCCCCCCCC=O","-6.0 - -5.0","?C","-5.5","Celsius"
"CCCCCCCCCCCCCCO","39.0 - 40.0","?C","39.5","Celsius"
"OC1=CC=CC=C1C(=O)OC1=CC=CC=C1","42.0 - 43.0","?C","42.5","Celsius"
"C1=CC2=CC=CC=CC2=C1","99.0 - 100.0","?C","99.5","Celsius"
"C1=CN=CN=C1","21.0 - 22.0","?C","21.5","Celsius"
"[O-][N+](=O)C1=CC(=CC(=C1Cl)[N+]([O-])=O)C(F)(F)F","56.0 - 57.0","?C","56.5","Celsius"
"[O-][N+](=O)C1=CC=C(C=C1)C(F)(F)F","39.0 - 40.0","?C","39.5","Celsius"
"CC(=O)NC1=CC=C(Cl)C=C1","178.0 - 179.0","?C","178.0","Celsius"
"CCCCl","-123.0 - -122.0","?C","-122.0","Celsius"
"ClCCC#N","-51.0 - -50.0","?C","-50.5","Celsius"
"CCC(C)(C)CC","-135.0 - -134.0","?C","-134.0","Celsius"
"CC(C)=C(C)C","-75.0 - -74.0","?C","-74.5","Celsius"
"CC(C)C(C)C(C)C","-110.0 - -109.0","?C","-110.0","Celsius"
"[O-][N+](=O)C1=CC=CC=C1Br","42.0 - 43.0","?C","42.5","Celsius"
"BrC1=CC=C(I)C=C1","91.0 - 92.0","?C","91.5","Celsius"
"CCCC(C)(C)O","-103.0 - -102.0","?C","-102.0","Celsius"
"CC1(O)CCCCC1","25.0 - 26.0","?C","25.5","Celsius"
"BrC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","153.0 - 154.0","?C","154.0","Celsius"
"OC1=C2C=CC=CC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O","131.0 - 132.0","?C","132.0","Celsius"
"NC1=C(Cl)C=CC=C1Cl","39.0 - 40.0","?C","39.5","Celsius"
"OC(=O)C1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","170.0 - 171.0","?C","170.0","Celsius"
"[O-][N+](=O)C1=CC=CC=C1C#N","108.0 - 109.0","?C","108.0","Celsius"
"CC(C)(C)OOC(=O)C1=CC=CC=C1","7.0 - 8.0","?C","7.5","Celsius"
"CC1=CC(Br)=CC=C1Br","5.0 - 6.0","?C","5.5","Celsius"
"COC(=O)C1=CC=CC(Br)=C1","32.0 - 33.0","?C","32.5","Celsius"
"OC(=O)C1=CC=CC(C=O)=C1","174.0 - 175.0","?C","174.0","Celsius"
"[O-][N+](=O)C1=CC(=CC=C1)C#N","116.0 - 117.0","?C","116.0","Celsius"
"COC(=O)C1=CC=C(C=C1)[N+]([O-])=O","95.0 - 96.0","?C","95.5","Celsius"
"N#CC1=CC(=CC=C1)C#N","161.0 - 162.0","?C","162.0","Celsius"
"CCCC1=CC=C(O)C=C1","21.0 - 22.0","?C","21.5","Celsius"
"N#CCCC1=CC=CC=C1","-2.0 - -1.0","?C","-1.5","Celsius"
"CC(C)CC=C","-154.0 - -153.0","?C","-154.0","Celsius"
"OC(=O)CCCCCCCCCCC(O)=O","128.0 - 129.0","?C","128.0","Celsius"
"CCCCCCCCCCCBr","-10.0 - -9.0","?C","-9.5","Celsius"
"CC1=NC(=CN1)[N+]([O-])=O","252.0 - 253.0","?C","252.0","Celsius"
"O=C(C1CCCCC1)C1=CC=CC=C1","55.0 - 56.0","?C","55.5","Celsius"
"CCC(C)C=C","-154.0 - -153.0","?C","-154.0","Celsius"
"CN1CCCC1=O","-24.0 - -23.0","?C","-23.5","Celsius"
"NC1=CC=C(C=C1)C#N","84.0 - 85.0","?C","84.5","Celsius"
"OC(C(F)(F)F)C(F)(F)F","-4.0 - -3.0","?C","-3.5","Celsius"
"CCCCCCCCCCCCCCC(O)=O","52.0 - 53.0","?C","52.5","Celsius"
"CC(C)CCCCC(C)C","-55.0 - -54.0","?C","-54.5","Celsius"
"CN(C)C1=CC=NC=C1","111.0 - 112.0","?C","112.0","Celsius"
"COC(=O)C1=CC=C(Cl)C=C1","43.0 - 44.0","?C","43.5","Celsius"
"COC(=O)C1=CC=C(C=O)C=C1","60.0 - 61.0","?C","60.5","Celsius"
"OC(=O)CC1=CC=CC(Cl)=C1","78.0 - 79.0","?C","78.5","Celsius"
"COC1=CC(=CC(OC)=C1OC)C#N","93.0 - 94.0","?C","93.5","Celsius"
"OCCSSCCO","25.0 - 26.0","?C","25.5","Celsius"
"COC1=C(Cl)C(Cl)=CC=C1","31.0 - 32.0","?C","31.5","Celsius"
"BrC1=CC=CC=C1C1=CC=CC=C1","1.0 - 2.0","?C","1.5","Celsius"
"ClC1=CC=CC=C1C(Cl)(Cl)Cl","29.0 - 30.0","?C","29.5","Celsius"
"ClC1=NC2=C(C=CC=C2)N=C1Cl","152.0 - 153.0","?C","152.0","Celsius"
"COC1=CC(OC)=C(C=O)C=C1OC","113.0 - 114.0","?C","114.0","Celsius"
"OC(=O)C1=C(C(Cl)=CC=C1)[N+]([O-])=O","237.0 - 238.0","?C","238.0","Celsius"
"ClS(Cl)=O","-105.0 - -104.0","?C","-104.0","Celsius"
"CCC(C)N","-105.0 - -104.0","?C","-104.0","Celsius"
"CC(C)C1=NC=C(N1C)[N+]([O-])=O","60.0 - 61.0","?C","60.5","Celsius"
"BrC1=CC=C(CC#N)C=C1","47.0 - 48.0","?C","47.5","Celsius"
"[O-][N+](=O)C1=C(Cl)C=C(Cl)C=C1Cl","71.0 - 72.0","?C","71.5","Celsius"
"CCC(=O)OC(=O)CC","-45.0 - -44.0","?C","-44.5","Celsius"
"CCCCCCCC#N","-46.0 - -45.0","?C","-45.5","Celsius"
"CCCCOP(=O)(OCCCC)OCCCC","-80.0 - -79.0","?C","-79.5","Celsius"
"COC1=CC(Cl)=CC(Cl)=C1","40.0 - 41.0","?C","40.5","Celsius"
"COC1=CC(CO)=CC=C1O","114.0 - 115.0","?C","114.0","Celsius"
"CCN(CC)C1=CC=C(C=O)C=C1","40.0 - 41.0","?C","40.5","Celsius"
"O=C(C1=CC=CS1)C1=CC=CC=C1","56.0 - 57.0","?C","56.5","Celsius"
"N1C=CN=N1","23.0 - 24.0","?C","23.5","Celsius"
"FC1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F","67.0 - 68.0","?C","67.5","Celsius"
"CC(C)C(N)=O","128.0 - 129.0","?C","128.0","Celsius"
